logFC	AveExpr	t	P.Value	adj.P.Val	B
OR1J1	0.0226057694803918	6.73145607929241	0.35783213957195	0.724970934445792	0.962734175443301	-6.42340619463728
NEK5	0.0228430592790465	6.16438364144897	0.357685305552062	0.725078801605341	0.962816342074609	-6.42346019994023
PCM1	0.0244171081703186	10.2372499316881	0.357528656705264	0.725193885500927	0.962856686258645	-6.42351779106427
DMRTC2	-0.0212549772536335	6.339201670301	-0.357518736401452	0.725201173795741	0.962856686258645	-6.42352143737562
SELENOI	0.0274317630171375	8.90463355675596	0.357117454919635	0.7254960119277	0.963169576673346	-6.42366884908022
IFNA8	-0.0277975657860692	6.63612194323467	-0.35705658187617	0.725540741759429	0.963169576673346	-6.42369119670106
DTWD2	0.0654657422066354	9.23201343249436	0.356994983396459	0.725586005686723	0.963169576673346	-6.42371380682532
SCARNA18	-0.0378059162716395	7.47789380742709	-0.356947531873187	0.725620874831152	0.963169576673346	-6.42373122159824
CYP4F30P	0.0230536194556148	6.60624231352979	0.356790280188365	0.725736433659896	0.963261888298013	-6.42378891688836
CALHM1	-0.0256114771235652	6.54719269220564	-0.356721209135713	0.72578719374578	0.963268187020488	-6.42381425099158
BECN1	0.0266896232739828	10.4465131144174	0.356505101748496	0.725946018840855	0.96337858041593	-6.42389348436654
FBXL20	0.0330586792427354	8.66784786225881	0.356427031803803	0.726003398418331	0.96337858041593	-6.42392209622244
TRMT2A	0.0274984959057756	7.06540413238763	0.356361552807701	0.726051525239378	0.96337858041593	-6.42394608886435
MIR770	-0.0248131451056501	6.48347377191278	-0.356357573123551	0.726054450330665	0.96337858041593	-6.42394754694988
SNORA72	-0.0267552218778375	7.05284159348964	-0.356286169884419	0.726106932873535	0.963387155075079	-6.42397370510329
ANKRD50	-0.0238057037860893	7.43211803856204	-0.356013365287477	0.726307461626337	0.963545262304082	-6.42407359792663
LOXL2	-0.0253932027057049	6.25241365093075	-0.355985435311326	0.726327993094192	0.963545262304082	-6.42408382079125
ENPP6	-0.022486630573308	6.43856166458744	-0.355909232952853	0.726384010928722	0.963545262304082	-6.42411170818434
KCTD11	0.0310902842235032	7.10656677553449	0.355873594914932	0.726410209691555	0.963545262304082	-6.4241247484402
WDFY4	-0.0223458322722898	6.65532289872996	-0.355703363330272	0.726535357680752	0.963604561667494	-6.42418701986191
TMEM225	0.0244745739502994	6.38054199768881	0.355661125307727	0.726566410753481	0.963604561667494	-6.42420246616406
CTTNBP2NL	0.0259930195422555	7.48876015283121	0.35562495010828	0.726593006875006	0.963604561667494	-6.42421569387656
NOMO3	0.0382282079314473	7.1707324233104	0.35549060665669	0.726691779757939	0.963674503829513	-6.42426480589635
KIR2DS4	0.0249075563427708	6.28402401127046	0.355409598090614	0.726751341811685	0.963692442483424	-6.42429441141867
MAP9	0.022941840505168	6.58349873310164	0.35527059757533	0.726853547011948	0.963746126702757	-6.42434519529413
CCDC158	0.0247741478751466	6.21230433621056	0.355212457807293	0.726896297972877	0.963746126702757	-6.42436643087246
TEX26	-0.0266248725515679	6.64032688261609	-0.355021803024973	0.727036495540421	0.963746126702757	-6.42443604361404
XXYLT1	0.0452663327132612	9.33477193835022	0.354991253751159	0.727058960808814	0.963746126702757	-6.42444719448334
ARSH	-0.0255866040895851	6.45855666242618	-0.354952734505743	0.727087287385538	0.963746126702757	-6.42446125314585
MLLT3	0.0225260705345125	7.01091510348075	0.354940694407137	0.727096141608752	0.963746126702757	-6.42446564720426
ADAMTS7	-0.0226513421506462	6.60041499763523	-0.354916290363711	0.72711408833206	0.963746126702757	-6.42447455305919
TAS2R45	-0.0255673460954124	6.51674041869417	-0.354526921497295	0.727400452149096	0.963889108228721	-6.42461656528027
PPP1R11	-0.0239587979403151	11.8682222663271	-0.354496625596573	0.727422735207241	0.963889108228721	-6.42462760849034
KCNJ9	0.0224917235571302	6.49895217274149	0.354492319293486	0.727425902573751	0.963889108228721	-6.42462917811275
VWA5B2	0.0212507704981206	6.66393768356909	0.354471044283881	0.727441550816115	0.963889108228721	-6.42463693245436
OR5M9	0.0197861474920007	6.69732903233184	0.354372597235213	0.727513962424788	0.963889108228721	-6.42467280858907
COLEC11	-0.0200318097167917	6.77532296427126	-0.354333368255554	0.727542817595959	0.963889108228721	-6.42468710170418
EXOC6B	-0.0213354326115835	6.71891368295407	-0.354313911904029	0.727557129018292	0.963889108228721	-6.42469419006589
P4HB	0.0314969958104676	12.9298415827942	0.354198772148354	0.727641823983219	0.963889108228721	-6.42473613007684
TBRG1	-0.0283065468510006	7.08807286212324	-0.354067233858447	0.727738585895657	0.963889108228721	-6.42478402687829
RNF224	0.023523595976954	6.78855154053941	0.354003375658672	0.727785562836442	0.963889108228721	-6.42480727313325
MIR30C2	-0.0254740331859074	6.42451897604707	-0.353997360570703	0.727789987861102	0.963889108228721	-6.42480946258867
LINC01623	0.0240622112583981	6.75367638436892	0.353764406746782	0.727961368943149	0.963889108228721	-6.42489422818041
ZKSCAN3	0.0239818929534259	8.30244820145631	0.353752568315112	0.727970078719416	0.963889108228721	-6.42489853439818
MRO	0.0234024255775882	6.45951365525316	0.353739503982583	0.727979690460562	0.963889108228721	-6.42490328637146
CRYBA1	-0.0230163584992997	6.60537866640051	-0.353724641154195	0.727990625454854	0.963889108228721	-6.424908692313
EFR3A	-0.0304384380929275	9.87029325669114	-0.353709124222186	0.728002041755832	0.963889108228721	-6.42491433592795
PTMA	0.0345026084124846	13.5304565765684	0.353705491669459	0.728004714350067	0.963889108228721	-6.42491565707715
ZNF592	-0.0228601019489254	6.90687238689266	-0.353349076280096	0.728266959000135	0.964128499162976	-6.42504521938275
LINC01761	0.0244039047945668	6.53528843720118	0.353245798888787	0.728342955321667	0.964128499162976	-6.42508273821725
MCF2L2	0.024039983194073	6.76099517035206	0.353206450995747	0.728371910104146	0.964128499162976	-6.42509702976375
P2RX7	-0.0224148395891746	6.84632480958604	-0.353157255890596	0.728408111712319	0.964128499162976	-6.42511489571034
RAB43	-0.0300216577176853	6.85860707281166	-0.353085010946869	0.728461276395076	0.964128499162976	-6.42514112811246
RAP1GDS1	-0.0289638734262976	9.39832192114894	-0.353084224782206	0.72846185493746	0.964128499162976	-6.42514141354264
PRODH2	0.0251060431535519	6.43944719797478	0.352845753580043	0.728637354848854	0.964239714606926	-6.42522796559844
PPIA	0.0189082680656032	14.7135690851965	0.352844867026063	0.728638007326214	0.964239714606926	-6.4252282872618
KIF12	-0.0286494495306702	6.33888309237991	-0.352538816481895	0.728863264254811	0.964374597095324	-6.42533928228282
PCDH20	-0.0218457747199468	6.44200675201578	-0.352510349827676	0.728884217359452	0.964374597095324	-6.42534960143197
ITGA8	-0.02535533396322	6.50744687337886	-0.352469529227176	0.728914264069492	0.964374597095324	-6.42536439744889
CASP12	0.0260941714383964	6.46278505239328	0.352456027639564	0.728924202247029	0.964374597095324	-6.42536929092318
GRAP2	-0.0265534332506858	6.26162430574276	-0.352130273677295	0.729163996590032	0.964630883759841	-6.42548730023756
NAB2	-0.0304019012505599	8.2057005233251	-0.351912092658609	0.729324620414547	0.964703682753068	-6.42556627952729
RALYL	-0.0287420116448978	6.77248420954817	-0.351793698523677	0.729411787044098	0.964703682753068	-6.4256091168105
STK32B	-0.0246906099481015	6.45189046374931	-0.351749729450941	0.729444159856054	0.964703682753068	-6.42562502205458
SNORD53	0.0255109958386202	6.66751316800406	0.351670640323976	0.729502391599099	0.964703682753068	-6.42565362659605
ABLIM3	-0.0236180882675461	6.49297800136478	-0.351647401517859	0.729519502191444	0.964703682753068	-6.4256620302816
EEF2	0.0297770369705344	14.3807669798126	0.351638103723691	0.72952634814225	0.964703682753068	-6.42566539242413
OR10J1	-0.0240547932906363	6.85106241368439	-0.351617380049658	0.729541607034672	0.964703682753068	-6.42567288592369
HSD17B7	0.0670403708696519	10.6783924836348	0.351450956031742	0.729664149692708	0.964714971933587	-6.4257330476227
GPR32	-0.0194384290663825	6.6790231410562	-0.351387081794353	0.729711184082972	0.964714971933587	-6.42575613048618
HLA-DOA	0.0235895425830002	6.71302876728121	0.35132112267449	0.729759754861788	0.964714971933587	-6.42577996244737
NDRG1	0.0641282281035593	9.32153318352942	0.351314608320894	0.729764551946216	0.964714971933587	-6.4257823159362
BCKDK	-0.0223526657588007	11.8045815973182	-0.351184975153012	0.72986001451062	0.964714971933587	-6.42582914053398
CSTF2	-0.0286917714750832	10.0549210179122	-0.351094698764675	0.729926497231768	0.964714971933587	-6.42586173907575
MIR302C	0.0287594800824831	6.58309434959704	0.351087225596211	0.729932000836385	0.964714971933587	-6.42586443724524
KLF8	0.0232864131569013	6.44970513607317	0.35106506735137	0.729948319334586	0.964714971933587	-6.42587243709369
CSDE1	0.0702053827240956	8.27362113875572	0.3510425572736	0.729964897077864	0.964714971933587	-6.42588056345607
DENND5B	-0.020344852497022	7.44126351429591	-0.35089852542556	0.730070973852398	0.964794253306364	-6.42593254824017
ALX1	0.0243541825745197	7.35277207155435	0.350531937380084	0.730340984572508	0.964984190183296	-6.42606476445562
ASAP2	0.0265587687547981	8.89509411269107	0.350526348323937	0.730345101479005	0.964984190183296	-6.42606677919029
KBTBD7	0.0279447098219263	7.50801439968288	0.350515637930761	0.730352990793166	0.964984190183296	-6.42607063996852
IFNA6	-0.0263462587267291	6.36681852381695	-0.350344052874024	0.730479385212412	0.965042734046803	-6.42613247543658
LINC01124	0.0234224355119448	6.39627528759332	0.350308785031316	0.730505365496408	0.965042734046803	-6.42614518149389
PAQR9	-0.0205125608436632	6.39997754003869	-0.35026774557772	0.730535597900052	0.965042734046803	-6.42615996532159
SNORD105B	-0.0251222463947656	6.78688337252174	-0.350122272747635	0.730642766590286	0.965082708717603	-6.42621235591364
MAGEA9	-0.023465408049387	6.69474861575186	-0.350101512362508	0.730658061071238	0.965082708717603	-6.42621983081177
FBLN2	0.0352154750610207	8.45166839912881	0.349974639007804	0.730751533078898	0.965145274036192	-6.42626550281821
B3GNT5	-0.0226828519143423	6.37529494612455	-0.349898074478199	0.730807942940909	0.965158884456816	-6.42629305671029
SASS6	-0.0294396870206048	7.84963684025137	-0.349835475064291	0.730854065013345	0.965158907203468	-6.42631558045147
FLJ42102	0.0241025222111597	6.19657769064384	0.349722472576913	0.730937325814914	0.965206847197866	-6.42635622954742
RPIA	-0.0305332461939081	9.27540716292237	-0.349661053394577	0.730982581230294	0.965206847197866	-6.42637831774303
DHRS4	0.0212640133878335	10.4038987992931	0.349557953331017	0.731058550614083	0.965209749467253	-6.42641538705236
SH3GL1P1	0.0250925163627569	6.51470875864206	0.349459157964677	0.731131350780965	0.965209749467253	-6.4264508985175
GNB4	0.0296260066627996	7.0389448616404	0.349440828190936	0.731144857885391	0.965209749467253	-6.42645748596898
C19orf84	0.0206307122016023	6.59342230689708	0.349407783816861	0.73116920832386	0.965209749467253	-6.42646936077179
RETNLB	-0.0250984387832105	6.48050780521254	-0.349268530357749	0.731271827613622	0.965239756130882	-6.42651939064225
ARRB1	0.0263068853322501	8.68326640037047	0.349251800644582	0.731284156503095	0.965239756130882	-6.42652539983807
LOC645188	0.0219469037898259	6.61525213194933	0.349116247339263	0.731384054718306	0.965310749730346	-6.4265740791795
ALDOB	0.0263388675931111	6.82510139470086	0.348980809274157	0.73148387297457	0.96538162885195	-6.42662269854397
LINC02453	0.0236295714234744	6.58335090933531	0.348778586039988	0.731632921340131	0.965517466767592	-6.426695257763
HERC3	-0.0501731152468281	8.12371036688548	-0.348684723264362	0.731702106533896	0.965547900793027	-6.42672892235479
OR1I1	0.0201973749132209	6.37745232735128	0.348564752768175	0.731790538903694	0.965603727791361	-6.42677193768121
ILF2	-0.0254155728626131	12.8434012951945	-0.348477906684747	0.73185455711288	0.965627335093976	-6.42680306717645
TMA16	0.0234153901225564	6.63234576306575	0.348292570118082	0.73199118396806	0.965746735059391	-6.42686947448097
PARG	0.0296284729625089	8.53580365937433	0.348097704659814	0.73213484536495	0.965758334762251	-6.42693925851493
PEX26	0.0244739338601532	6.58357748902566	0.34805416970485	0.732166942205875	0.965758334762251	-6.42695484373029
CRLF2	-0.0238063372111093	6.7467976552755	-0.348008972797303	0.732200264889444	0.965758334762251	-6.42697102188146
NIT1	-0.0320948538743178	7.12903349301776	-0.347948308483096	0.73224499221807	0.965758334762251	-6.42699273330917
ANHX	-0.0288847261077736	6.77944178763472	-0.34793602705594	0.732254047340063	0.965758334762251	-6.42699712831118
PDK4	-0.0239903424067425	6.5379619430847	-0.34780489516363	0.73235073369776	0.965758334762251	-6.42704404532701
MRPS11	-0.0266717564566825	11.4116760263351	-0.347645621255399	0.732468176009664	0.965758334762251	-6.4271010076974
RPL13AP5	0.0185016411086298	14.8248741602099	0.347546410633934	0.732541333477272	0.965758334762251	-6.42713647617289
ARHGAP28	-0.0359732551371534	7.54581923633274	-0.347260981052919	0.732751822775688	0.965758334762251	-6.42723846357296
ABCC10	-0.0286468078861155	7.27261033545879	-0.347085336993574	0.73288136194374	0.965758334762251	-6.42730118226029
CD180	0.0210487074108121	6.77585189590636	0.346983092532352	0.732956772036347	0.965758334762251	-6.42733767714511
ZNF702P	0.0307409517251838	7.19644844074897	0.34682943597912	0.733070106257206	0.965758334762251	-6.42739250301054
PRKCI	0.0337410393809598	7.96957117118626	0.346807924396629	0.733085973308425	0.965758334762251	-6.42740017660281
SUSD6	0.0228633112930368	8.3025763311609	0.346772507682383	0.733112097126047	0.965758334762251	-6.42741280939947
DSP	-0.0550225437081355	9.80616716371459	-0.3467614473385	0.733120255445172	0.965758334762251	-6.42741675425581
AGTPBP1	0.0204881473928999	8.94130400508435	0.346666793095893	0.733190075554056	0.965758334762251	-6.42745050920163
RGS16	-0.0298188067156646	6.84070168390795	-0.346642439162079	0.733208040213486	0.965758334762251	-6.42745919266556
GADD45GIP1	0.0266695090902047	7.11789375421544	0.346629624280506	0.733217493164531	0.965758334762251	-6.42746376160645
LSM10	-0.0253431211223187	10.6227427285476	-0.346613111195254	0.733229674176172	0.965758334762251	-6.42746964883725
NRDE2	-0.0383639122269948	8.81921477816138	-0.346586744705998	0.733249123783544	0.965758334762251	-6.42747904842217
RBM26	-0.0271674136267102	8.45535685909984	-0.346470046369818	0.733335210179862	0.965758334762251	-6.4275206426157
CPLX2	-0.0296706731428857	6.78188790168411	-0.346434268730686	0.733361603475255	0.965758334762251	-6.42753339189299
SLC23A1	0.0270764787811109	7.11535398947553	0.346405136869217	0.73338309441046	0.965758334762251	-6.42754377200488
TMEM273	0.0187183503461261	6.68833390730579	0.346362758626681	0.733414357772684	0.965758334762251	-6.42755887046203
MANBA	0.0417045576968622	8.77985495706945	0.346271624075885	0.733481591372759	0.965758334762251	-6.42759133357816
REREP3	-0.0209910516809337	6.57939338790132	-0.346169719511946	0.73355677308662	0.965758334762251	-6.42762762312123
CDC20	-0.0504445802422513	12.542688216991	-0.346124023145217	0.733590487215047	0.965758334762251	-6.42764389277486
C1R	0.0342005386650737	6.91118836323183	0.346096531721814	0.733610770266029	0.965758334762251	-6.42765367975303
MIR186	0.0225458509801069	6.54376289296288	0.346041921336764	0.733651062169868	0.965758334762251	-6.42767311884042
HIGD1B	0.0264694862076755	6.16050005562191	0.34600386562439	0.733679140400395	0.965758334762251	-6.42768666334708
F2	-0.0333506019957461	6.39373258106111	-0.345948659270542	0.733719873393095	0.965758334762251	-6.42770630937355
PANK4	-0.0318273909011904	8.22657236792237	-0.345898621692381	0.733756793407168	0.965758334762251	-6.42772411334329
SPX	-0.0241346990536773	6.56456413892123	-0.345814780300814	0.733818656928723	0.965758334762251	-6.42775393942642
UBAP1	-0.033856049785614	10.588359395271	-0.345770760072114	0.733851138614564	0.965758334762251	-6.42776959651208
USP5	0.0389716968629834	11.436129232152	0.345614123191713	0.733966722196343	0.965758334762251	-6.427825293085
CD160	0.0225100508190934	6.22074258159843	0.34556687077909	0.734001591415254	0.965758334762251	-6.42784209010398
C10orf99	0.0270579995012232	6.80722608879009	0.345542022078898	0.734019928386439	0.965758334762251	-6.42785092227066
MORF4L1	0.0392794680929338	11.6254997726825	0.345519896482421	0.734036255996649	0.965758334762251	-6.42785878601668
SPATA31D3	0.0226966370829125	6.51163047644676	0.345460824226064	0.734079849082058	0.965758334762251	-6.42787977869076
PPARGC1A	-0.022234310063002	6.77724262115456	-0.34542848215361	0.734103716701942	0.965758334762251	-6.42789127068573
SIGLEC17P	-0.0256670511056107	6.47997507800511	-0.345388489127069	0.734133230917809	0.965758334762251	-6.4279054798012
IDH3G	-0.0207619992588199	9.68329439695273	-0.345310316036779	0.73419092265106	0.965758334762251	-6.42793324922327
C3orf14	-0.0212508800401912	6.59055288521145	-0.34518730783309	0.734281706012772	0.965758334762251	-6.42797693287778
LINC01135	-0.0266589639815669	6.46510505934295	-0.34516184714249	0.734300497193896	0.965758334762251	-6.42798597276547
GSTA1	0.0464089792542604	7.56237741951116	0.345155215610128	0.734305391603643	0.965758334762251	-6.42798832720127
BMP8A	-0.0252690909583624	6.65116187124672	-0.345120748087295	0.734330830586664	0.965758334762251	-6.42800056371076
RRN3	0.0262783548857168	9.12323633344529	0.345093127289633	0.734351216528827	0.965758334762251	-6.42801036865659
GJA8	-0.027510391966973	6.66956366575741	-0.345044048984986	0.734387440009026	0.965758334762251	-6.42802778876982
RASSF3	0.0350660957265907	7.76634596708781	0.344804573780784	0.734564199982044	0.965758334762251	-6.42811275434323
MIR2052	0.0264685368267417	6.37324707885063	0.344775861640276	0.734585393843239	0.965758334762251	-6.42812293748041
TBC1D9B	0.0371323106322485	9.44629059438472	0.344765774237388	0.734592839910236	0.965758334762251	-6.42812651491176
PPP1R14B	0.0277490574892205	12.5300654918245	0.344733421256764	0.734616721608935	0.965758334762251	-6.42813798798846
DACT1	0.0330112068977808	6.59407812565414	0.344732052601212	0.734617731902852	0.965758334762251	-6.42813847332035
SLC11A2	-0.018916760780666	11.0739710930015	-0.34456859901151	0.734738391264319	0.965758334762251	-6.4281964211003
MYH11	-0.0235254959068563	6.2800597922467	-0.344534183844614	0.734763797014647	0.965758334762251	-6.42820861855862
IPO13	0.0331647432999684	8.52685054872608	0.344521847825999	0.734772903710742	0.965758334762251	-6.42821299041052
C8orf33	0.0328760774666303	10.8058030740667	0.344515198159226	0.73477781264488	0.965758334762251	-6.42821534697059
IFI27	-0.0271983393965538	6.73810921661309	-0.344462144185627	0.734816978709938	0.965758334762251	-6.42823414704042
CCNB2	-0.0411348131505189	11.4886404856424	-0.344408419581083	0.734856640623047	0.965758334762251	-6.42825318184558
MIR1204	-0.0218147591694233	6.82054995548535	-0.34440016637744	0.734862733576661	0.965758334762251	-6.42825610572367
VCP	-0.0343271731363544	10.6754811138709	-0.344319478199701	0.734922302838605	0.965758334762251	-6.42828468763963
PKD1L1	-0.0224390814310356	6.7779870039527	-0.344284144378906	0.734948389112242	0.965758334762251	-6.42829720174838
USH1G	0.0262580991618719	7.2749195930701	0.344180788042895	0.735024697005283	0.965758334762251	-6.42833379998958
ANKMY2	0.0213009925563981	8.18643210475465	0.344123988780937	0.735066633067705	0.965758334762251	-6.42835390786678
FABP6	-0.0389535999397372	6.7754606800909	-0.344063317505383	0.735111428870417	0.965758334762251	-6.4283753828881
ENTPD8	-0.0235896192230944	6.64147785400482	-0.343878030550585	0.73524823904046	0.965758334762251	-6.42844094339782
RAD54L2	-0.0401880838225246	8.10833372920105	-0.343822893819829	0.735288952072899	0.965758334762251	-6.42846044583457
OR2M2	-0.0212686024824844	6.45983800193232	-0.343546529093602	0.735493032379724	0.965758334762251	-6.42855815247949
SSX8P	-0.0277190393379581	6.31113239820246	-0.343530092719757	0.735505170389897	0.965758334762251	-6.42856396099472
GABRQ	0.0233051905323531	6.38093478428932	0.343513119663347	0.735517704807637	0.965758334762251	-6.42856995888286
MIR299	0.0246929613776796	6.50368294816746	0.343505931791899	0.73552301299579	0.965758334762251	-6.42857249882343
PPFIA2	0.0315359051787514	10.3876811262123	0.343503434878721	0.735524856950326	0.965758334762251	-6.42857338113234
ANKRD28	0.0238075169759586	7.59082326849767	0.34347428377235	0.735546384980559	0.965758334762251	-6.42858368149568
PSG7	0.0224450676069443	6.52422300202142	0.343383099631669	0.735613725739942	0.965758334762251	-6.42861589528603
RFT1	0.028619345641494	6.62124883535958	0.343334233252559	0.735649815155841	0.965758334762251	-6.42863315546888
STT3A	0.0208434520796867	11.8455980919987	0.343305718929115	0.735670874208854	0.965758334762251	-6.4286432259465
GBP6	-0.023234834734783	6.4356760606765	-0.343294816494736	0.735678926182427	0.965758334762251	-6.42864707616969
OR13H1	0.0221494227852315	6.1698627336106	0.343245759742867	0.735715157352026	0.965758334762251	-6.42866439919869
LINC00924	0.0245809349314783	6.45305764508451	0.343175669491353	0.735766924058051	0.965758334762251	-6.42868914539017
ZFP14	-0.0211984186628342	6.84322908130423	-0.343108197377664	0.73581675831871	0.965758334762251	-6.42871296251182
LINC00266-1	0.019858692174374	6.5417282249147	0.343072895794814	0.735842832215586	0.965758334762251	-6.42872542185164
LCN2	-0.0370865702135239	7.30928468032176	-0.343013336632326	0.735886823615858	0.965758334762251	-6.42874643979683
ERN2	-0.0193683514028189	6.6079998137077	-0.342954984855931	0.735929924137949	0.965758334762251	-6.42876702817719
MCOLN2	0.0319119104326973	9.08595141138017	0.342951674707625	0.735932369148489	0.965758334762251	-6.42876819600032
NCOR1	0.0416352544784058	8.70057937627653	0.342883553938454	0.735982686575591	0.965758334762251	-6.42879222659866
TTC38	-0.0323535511500488	9.40103909009315	-0.342881423373251	0.735984260338187	0.965758334762251	-6.42879297811084
LRP3	0.0205841077180864	10.6624246480353	0.342806989964812	0.736039242055028	0.965758334762251	-6.42881923004491
PPP1R27	-0.029192231622047	7.07349444172582	-0.342729370989634	0.736096578427112	0.965758334762251	-6.42884659951375
TMEM235	-0.0221855226242811	6.75215336865453	-0.342716811704505	0.736105855998208	0.965758334762251	-6.42885102750825
PCDHB3	-0.022275036584726	6.61208856618878	-0.342578448418281	0.73620806803943	0.96577811375207	-6.42889979930532
ZNF81	0.0291076153110277	6.65150070698547	0.34256555620202	0.736217592066509	0.96577811375207	-6.42890434270539
TMEM229A	-0.0212457277886156	6.61607892287958	-0.342479589030495	0.736281100795092	0.96577811375207	-6.42893463444853
MAP6D1	0.0232985912898105	7.81048980340581	0.342369621656181	0.736362342677051	0.96577811375207	-6.42897337207704
RP9	-0.0411762800600108	9.42156344883559	-0.342347073323505	0.73637900137008	0.96577811375207	-6.42898131354466
NAP1L3	-0.0202940928697242	6.91947088718592	-0.342321712337751	0.73639773821107	0.96577811375207	-6.42899024500578
TFIP11	-0.0310340808159921	8.87130505650305	-0.342218664688539	0.736473872163704	0.965782100960066	-6.42902652892389
SYP	0.0203301914379592	6.48513170591834	0.342192711169937	0.736493047660576	0.965782100960066	-6.42903566567207
UBTD2	-0.0266216629214124	8.09818441181782	-0.342127297247315	0.736541378876465	0.965784981233944	-6.42905869113928
PRDX2	0.0230771333832678	12.7809258226222	0.342028311740174	0.736614516694192	0.965820386601292	-6.42909352543356
SLC25A37	0.0300283600911246	9.97117636414165	0.341797629502188	0.736784971917526	0.965875276115248	-6.42917466697069
TOGARAM2	0.0250871475500505	6.53263954925473	0.341708767940807	0.736850637086896	0.965875276115248	-6.42920590926536
MICA	-0.0376366307177864	9.36518892509305	-0.341699829697693	0.73685724221024	0.965875276115248	-6.42920905136454
SLC41A2	-0.0250359641257463	7.35221480032966	-0.341699767318629	0.73685728830678	0.965875276115248	-6.42920907329263
ZNF781	-0.0245079110177207	6.8212713924099	-0.341608495930047	0.736924736646498	0.965875276115248	-6.42924115367434
ANKRD20A11P	0.0410784023452742	7.36223891464897	0.341538392607232	0.736976543571055	0.965875276115248	-6.42926578809523
ZCCHC13	0.0222869926047311	6.42963506681458	0.341534590410369	0.736979353462734	0.965875276115248	-6.42926712405086
SHPRH	-0.0247699072731358	7.50641669697698	-0.341315550563332	0.737141234322215	0.965887342489831	-6.42934406204826
HP1BP3	0.0280656739540595	7.79698678292418	0.341301845833132	0.737151363192933	0.965887342489831	-6.42934887423307
PEX5	0.0219254720638844	11.7228266591301	0.341289532017752	0.737160464111026	0.965887342489831	-6.42935319785914
TMEM196	-0.0241198042275732	6.25506173047712	-0.341272409804913	0.737173118895578	0.965887342489831	-6.42935920955385
NRIP3	0.0340886246122736	7.77616591221675	0.341124886788476	0.73728215428823	0.965898868382867	-6.42941099330763
RHBDL1	0.0313770649975202	7.7166467727271	0.341033672794508	0.737349574140876	0.965898868382867	-6.42944300034033
MIPOL1	0.0286005709839925	7.79230182817378	0.340827437828654	0.737502018659444	0.965898868382867	-6.42951533717807
METRN	0.0373200845675985	9.15128964674396	0.340820210366418	0.737507361251087	0.965898868382867	-6.42951787142542
DPY19L2P2	-0.0250455903870987	6.679687423063	-0.340818340474945	0.737508743490458	0.965898868382867	-6.42951852707813
ZNF785	-0.0246023822140922	6.85113946036084	-0.340739021117209	0.737567377875209	0.965898868382867	-6.42954633609577
CNTFR-AS1	0.0279319218701728	6.50967254164685	0.34065614615785	0.737628642410874	0.965898868382867	-6.42957538487522
RHOXF2B	0.0263030742075117	6.73632338778568	0.340638423546831	0.737641743921039	0.965898868382867	-6.42958159598283
VPS52	-0.032150469523117	9.380112924116	-0.340633323010802	0.737645514527868	0.965898868382867	-6.42958338346956
KIT	-0.0238015666042903	6.87801487157279	-0.340625095259095	0.737651596965229	0.965898868382867	-6.42958626683578
NXPE3	0.0376942571968115	7.14088690345062	0.340542460614972	0.737712686343334	0.965898868382867	-6.42961522184343
TSPO2	-0.0224034968201599	6.63631662126297	-0.340511469134001	0.737735597906451	0.965898868382867	-6.42962607940819
SLC26A9	0.0182509192345055	6.33853164007153	0.34029761300748	0.737893705650758	0.966012063783054	-6.42970097527363
MEGF11	-0.033820185142857	6.4959256005179	-0.34017340094395	0.737985543462275	0.966012063783054	-6.42974445504642
FAM104B	-0.0264260017200897	7.27081619224228	-0.340160473696413	0.737995101626332	0.966012063783054	-6.42974897926165
ZNF575	-0.0279191814124369	6.38949481207295	-0.340102713601872	0.738037808896048	0.966012063783054	-6.42976919178802
PCDHGC3	-0.0244926825990195	6.83486501587156	-0.340069868981715	0.738062094292692	0.966012063783054	-6.42978068390181
HNRNPA3	0.0375459345496747	8.85139064690612	0.339996441392795	0.738116387873703	0.966012063783054	-6.42980637176856
NFE2L3	-0.0286726449929766	8.53588126773306	-0.339907279174513	0.738182317819976	0.966012063783054	-6.42983755687709
FIGNL2	0.0216380740938549	6.83326579612824	0.339838591293652	0.738233109694532	0.966012063783054	-6.42986157544429
OR2T8	-0.0237917115810005	6.31630197737684	-0.339832836912789	0.738237364880162	0.966012063783054	-6.42986358740127
PRCC	-0.0247773223700101	8.89287008221552	-0.339725627149953	0.738316644766442	0.966055418559954	-6.42990106599196
DDX58	-0.0257720552554463	6.94682820588891	-0.33951600273697	0.738471667413461	0.966068347465583	-6.42997431320422
TNF	-0.120919800627555	7.85616936170811	-0.339512119588106	0.738474539211566	0.966068347465583	-6.42997566963823
EPS15	-0.0280665647209277	7.63731267298307	-0.339461358638033	0.738512080039627	0.966068347465583	-6.42999339968633
GPR83	0.0212328786239997	6.54115736645372	0.339400146296397	0.738557351216992	0.966068347465583	-6.43001477677437
SIX1	0.0245193059755939	6.74135884606143	0.339311712981977	0.738622756120554	0.966068347465583	-6.43004565348711
CDH26	0.0322022926274244	7.30768171079084	0.339142769455074	0.738747711779209	0.966068347465583	-6.43010461848758
PPP1R3D	-0.0282336835584625	7.93675143544219	-0.339117723795524	0.738766236935806	0.966068347465583	-6.4301133575084
RALGPS2	0.0194599325886839	6.74117821021099	0.339093458672867	0.738784184922094	0.966068347465583	-6.43012182357461
TDRD1	0.0465920949094425	7.69337901860492	0.339049382004734	0.738816787151117	0.966068347465583	-6.43013720033252
